url,title,text,publish_date,authors
https://www.bbc.com/news/articles/c2lk0zq7kg5o,"Rowdy and rich, here's what Preakness says about the US economy","What one of America's most lively sporting events says about the economy

12 hours ago Share Save Brandon Drenon BBC News, reporting from Pimlico Share Save

BBC/Brandon Drenon

A woman balancing a dozen cocktails on a tray atop her head inched carefully through the steadily building crowds and chaos on Saturday morning at the Pimlico Race Course clubhouse. ""How much is that,"" a man in purple trousers yelled towards her, the glassware inches above her eyebrow clanking as she paused. ""Twenty dollars,"" she replied. Ray De Rubin repeated the number in disbelief, mumbled an expletive under his breath, then said: ""I'll take two."" He and his mother were at Pimlico for the first time - here to wager on US horse racing's esteemed Preakness Stakes on its 150th anniversary. Just two weeks ago, during his 14th trip to the Kentucky Derby, he won big. ""This is the exact same outfit I wore on Derby day. Same underwear, same socks, same hat,"" he said. ""I still got my Derby wristband on."" His wager at Pimlico? ""I can't tell you. I don't want the IRS coming after me,"" he said with a grin. On the other side of Pimlico – just beyond the thousand-dollar seats, champagne flutes, and air-conditioned tents on the infield – five thoroughbreds idled behind the starting line. Mr De Rubin had bets on three of them. There was a brief moment of quiet before the race. Then the gates flung open, and the horses took off. Mr De Rubin, eyes fixed on the screens above, stood frozen. But only for a moment. ""I get really loud when I watch the race. I put a lot of work into this,"" he said.

BBC/Brandon Drenon Ray De Rubin scans through the betting app on his iPad inside Pimlico's clubhouse

Tradition, but under a shadow

One of three annual thoroughbred races - along with the Kentucky Derby and the Belmont Stakes - that make up what is known as the Triple Crown, the Preakness Stakes has long been known as one of the most glamorously bacchanal events in US sports. Held at the Pimlico Race Course in Baltimore, Maryland, it brings together the rowdy and the rich. But this year, its traditions have been thrown into question. In his second term as president, Donald Trump has enforced swift, dramatic economic policy changes, leading to significant consumer pessimism. Virtually no corner of the American market has been spared - from the fast-food hamburger to the Preakness Stakes. Much of the current market-rattling turmoil is a result of Trump's sweeping global tariffs, announced on 2 April. Dubbed ""Liberation Day"", he said the new economic strategy would usher in ""the golden age of America"". Instead, in the 48 hours after his announcement, the S&P 500 had its worst two-day sell-off in years, as trillions of dollars were wiped from the stock market. Three weeks later, the International Monetary Fund warned of a global recession. Even McDonald's reported a drop in sales, which the burger chain's CEO attributed to customers ""grappling with uncertainty"". But while the stock market has mostly recovered following tariff agreements with the UK and China, the tariffs' impact may be just beginning; mega corporations like Walmart and Amazon recently warned of price increases.

BBC/Brandon Drenon

BBC/Brandon Drenon

But at Pimlico, the state of Maryland is betting big, with plans to demolish the track right after Saturday's event and rebuild a new course in its place, plus a state-of-the-art training facility. The tariffs' shadow looms here, too. ""We expect there to be some kind of impact,"" the Maryland Stadium Authority told the BBC in a statement. But for now, they said the effects on the half-billion dollar project remains unclear. Aside from tariffs, horse race attendance has shrunk in recent years. Just over 46,000 people attended the Preakness in 2024, down from the 131,000 that attended in 2019. The Derby drew a much larger crowd of roughly 150,000 this year but was still well under its peak of 170,000 in 2015. Bill Carstanjen, CEO of the Derby's home, Churchill Downs, said a dip in sales this year was due to buyer ""hesitancy"" that ""correlates perfectly"" with Trump's tariffs. ""We didn't have the endless pool of demand that we've seen in prior years,"" Mr Carstanjen told the Lexington Herald.

'A little reprieve'

Still, gambling records this year were broken at the Derby and Preakness. Over a week before the Preakness and before the horses running were finalised, a Preakness record of $348,000 was wagered on betting futures, up from last year's record of $260,000. All just a drop in the bucket compared to the millions that will be wagered by the time the last horse crosses the finish line. University of Kentucky economics professor Justin Balthrop told the BBC that a rise in gambling also could be a sign of economic distress. ""People who reach a certain level of despair will start to take on more risk, in an effort to literally gamble their way back to a place where they feel like they can be more comfortable,"" Professor Balthrop said. ""You combine that with this idea that maybe they are so pessimistic, that this gives them the dopamine rush or endorphin release.""

BBC/Brandon Drenon Anthony Walker is attending his first Preakness Stakes

Waiting in a long line on Pimlico's infield, Anthony Walker was among those looking for ""a little reprieve"". He was glad ""to be able to take a few hours away from all that instability"" in the stock market as well as the disruption caused by Trump's downsizing of the federal government. Mr Walker planned to gamble – ""you can't come to the race without putting a little something out there"" – but a bit less than he might have in more certain times. ""I'm wagering 50% less, for sure,"" he estimated. ""Because of what's happening in the economy – the way this administration is taking a wrecking ball to the longstanding traditions and institutions that give credence to the American way of life."" At the Preakness, there are still endless ways to get a quick dose of gambling-induced dopamine. Even for as little as 10 cents. ""I've seen a 10 cent (wager) pay $75,000,"" said Peter Rotondo, who heads racing and wagering for 1/ST, the organisation running Preakness. To do so, one would have to wager on what's called a superfecta: correctly guessing which four horses will place in the top four in the exact order, odds that are about on par with getting struck by lightning. ""That's the beauty of the super,"" Mr Rotondo said.

BBC/Brandon Drenon

'The most salacious party in sports'

The pricey cocktail Mr De Rubin grumbled about is the Black-Eyed Susan, also Maryland's official flower. The crazed concoction - bourbon, vodka, and a splash of mixers - leaves one to wonder whether it's truly a tribute to the state flower or a wink to the likely black eye after having too many. The drink is one of many traditions at the annual event. There's also the decades-old Tiffany & Co-made trophy called the Woodlawn Vase, considered ""the most valuable trophy in sports"". Made of 30lb of sterling silver, it's valued at an estimated $4m (£3m), and thus is kept in a museum most of the year. The Preakness winner leaves with a replica. But for many, the Preakness wouldn't be the Preakness without the party on the infield. ""I went a lot in my 20s and 30s. It was an absolutely crazy party,"" Bobby Duke, 51, said in an email to the BBC. ""In 1998, a guy jumped the fence and tried to punch a horse while racing. It's on YouTube."" Though Pimlico always had offerings for elegant, fans like Mr Duke fondly remember piling into the infield for ""the most salacious party on the sports calendar"", as ESPN once put it, where patrons would race across a long row of porta-pottys while dodging beer cans hurled at them by inebriated onlookers. (That tradition ended around 2009, when Pimlico stopped its BYOB policy.) Maryland officials said the new Pimlico will become a year-round racing facility, and hopefully bring an economic boost to the low-income Park Heights neighbourhood surrounding it.

BBC/Brandon Drenon

Watch the horses, not the stock market",,
https://www.bbc.com/news/world/asia/china,Latest News & Updates,"US says 'deal' reached with China after trade talks

The US treasury secretary calls the talks ""productive"", while China's vice premier describes them as ""candid"".",,
https://www.bbc.com/news/articles/ceqgjpl84pvo,The best photos from Eurovision 2025,"The best photos from Eurovision Song Contest 2025

The Eurovision Song Contest brought the drama as 26 countries battled it out for the trophy.

The night saw wacky songs, fabulous outfits and high-tempo dancing.

It eventually came down to tense stand off during the results between Austria and Israel, with Austria eventually taking the Eurovision trophy.

Here are the best photos from the night:",,
https://www.bbc.com/news/articles/c628x34pwqvo,Former Little Mix singer Jesy Nelson gives birth to twins,"Former Little Mix singer Jesy Nelson gives birth to twins

21 minutes ago Share Save Euan O'Byrne Mulligan BBC News Share Save

Jesy Nelson/Instagram Jesy Nelson said her and her partner Zion Foster were 'so blessed'

Former Little Mix singer Jesy Nelson has announced the birth of her twin daughters. In a post on Instagram, the 33-year-old said that two girls were born prematurely at 31 weeks on Thursday but said they were ""healthy and fighting strong"". Nelson said her and her partner Zion Foster were ""so blessed"" and had ""never felt more in love"", sharing pictures of them holding the girls in hospital. They have been named Ocean Jade and Story Monroe Nelson-Foster.

Nelson wrote: ""So, our beautiful baby girls decided to come at 31 weeks plus five days. ""It all happened so quickly, but we are so blessed that they are here with us, healthy and fighting strong. We've never felt more in love."" Nelson previously revealed she had experienced rare complications during the twin pregnancy, which was first announced in January. In March, she said she had undergone a ""successful"" operation to prevent complications related to twin-to-twin transfusion syndrome (TTTS). The condition is caused by abnormal connecting blood vessels in the twins' placenta which leads to an imbalanced blood flow from one twin, known as the donor, to the recipient twin, leaving one baby with a greater blood volume than the other.

Nelson left Little Mix in 2020, saying she needed to protect her mental health",,
https://www.bbc.com/news/videos/cp85lx1zxe0o,Video shows ship crashing into Brooklyn Bridge,"Two people have been killed and at least 19 others injured after a tall Mexican Navy training sailboat crashed into New York City's Brooklyn Bridge, the city mayor has said.

Eric Adams said the Cuauhtémoc lost power before the collision on Saturday evening. US officials said 277 people were on board the vessel, which was on a goodwill visit.",,
https://www.bbc.com/news/videos/clyzn0zwy32o,Ros Atkins on... Trump's deals in the Gulf,"This week, Donald Trump completed a three-country trip to the Gulf.

And he put a major emphasis on deals being done - with the US and with US businesses. But the trip also put a spotlight on the president's own business interests.

The BBC's Analysis Editor Ros Atkins takes a look.

Produced by Catherine Karelli. Graphics by Mark Edwards.",,
https://www.bbc.com/news/articles/cq54zyjwl4no,Five killed after two helicopters collide in Finland,"Five killed after helicopters collide in Finland

Two helicopters crashed close to the Eura Airfield in Eura, Finland

Five people have died after two civilian helicopters collided mid-air in Finland, local police said.

The helicopters crashed near Eura Airport at around 12:00 local time (10:00 GMT), after having taken off together from the Estonian capital of Tallinn.

Authorities found the wreckage of the helicopters in a wooded area. Police say there were two people in one helicopter and three in the other.

They were on their way to an aviation event at the Piikajärvi Flight Center in Kokemäki, local media reported.",,
https://www.bbc.com/news/world/latin_america,Latest News & Updates,Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,,
https://www.bbc.com/news/uk,Latest News & Updates,"How assisted dying laws across the UK could change

Separate bills which would let terminally ill people end their life are being considered at Westminster and in Scotland.",,
https://www.bbc.com/news/world/middle_east,Latest News & Updates,"Israeli 'bunker buster' bombs used in Gaza hospital strike, experts say

CCTV footage obtained and verified by the BBC shows the moment before impact and the immediate aftermath. Munitions experts told BBC Verify that the strikes and destruction are consistent with the use of so-called ""bunker buster"" bombs - designed to hit underground targets. BBC Verify's Merlyn Thomas has more.",,
https://www.bbc.com/news/world/australia,Latest News & Updates,Copyright 2025 BBC. All rights reserved. The BBC is not responsible for the content of external sites. Read about our approach to external linking.,,
